smiles
CCCC(C)C(C)(C(C)C)C(C)C(C)C
CCC(C)C(CC)C(C)(C(C)C)C(C)C
CCCCCCCCC(C)CC(C)(C)C
CCCCCC(C)(CCC)CCCCC
CCC(C)(C)C(C)C(C)(C)C(C)C(C)C
CCCCC(C)(CC)C(C)CC(C)(C)C
CCCC(CC)(C(CC)CC)C(C)(C)C
CCCCC.CCCCC.CC1=CCC1
CC(C)CC(C)C(C)CCC(C)C(C)C
CCCCCCCCCC(C)(C)C.C=C
CCC(C)C(C(C)C)(C(C)C)C(C)CC
CC.CCC1CC(C(C(C1C)C)CC)C
CCC(C)CC(C)CCC(C)CC(C)C
CC(=C(C)C)C.CC(C)(C)CC(C)(C)C
CCCC(CC)C(CC)C(C)(CC)CC
CCCCCC(C)(CC)CC(C)C(C)C
CCC(CC(C)CC(C)C)CC(C)(C)C
CCCC(C)(C)CCCC(C)(C)CCC
CC.CCCC(=CC)C.CCC=CCC
CCCCCCCCC.CC1CCCC1
CCCCCCCCCCCC(C)CC
CCCCCC(CCCCC)C(C)(C)C
CCCC(C)CCCCC(CC)CCC
CCC(C)C(C)CCCC(C)C(C)CC
CCCC(C(C)C(C)C)C(C)C(C)CC
CCC(CC)CCCCCC(CC)CC
CCC(C)CCC(CC)C(C)C(C)CC
CCCCCC(CC)C(C)(C)CC(C)C
CCCCC(CC)CCC(C)C(C)(C)C
C.C.C.C.CCC1=CC(=CC=C1)C(C)C
CCCCCC(CC)C[CH](C)CC(C)C
CCCCC(C)C(CC(C)C)C(C)CC
CCC(C)CCC(CCC(C)C)C(C)C
CCC(C)C.CC=C(C)C.CC=C(C)C
CCC(CC)CCCC(CC)CC(C)C
CC.CC.CC(C)C1CC2(C1)CCCC2
CCC.CCC(C)(C)C1CCCCC1C
CC(C)CCCC(C)CCCC(C)(C)C
CC(C)CCC(C)CC(C)CCC(C)C
CCC(C)(C)C(C)CC(C)C(C)(C)CC
CCCCC(CCCC)CC(C)(C)CC
CCCCCCCCCC(CC)C(C)C
CC.CCC.CCCC.C=CC=C.C#C
CCCC(C)(C)C(CC)C(C)(C)CCC
CC.CCC.CCC(=CC(=C(C)C)C)C
CCCCC(C)CC(C)(C)CCC(C)C
CCCC(C)CCCC(C)CC(C)CC
C[CH](C[CH](C)C(C)C)C[CH](C)C(C)(C)C
CCC(C)(CC)CC(CC(C)C)C(C)C
CCCC(C)C(CC)C(C)(CC)C(C)C
CCCC(C)(C)CCC(C)CCC(C)C
[HH].[HH].CC1CCCC(CC1)C2CCC(CC2)C
CCC(CC(C)C(C)C)CC(C)C(C)C
CC.CCC.CC1CCC2CC1C2(C)C
CCCC(C)C(CC)C(C)C(C)C(C)C
CCCCC(CCCC)CC(C)CCC
CC.CC.CC(C)C1CCC2C1CCC2
CC(C)C(C)(C)C(C)(C)C(C)C(C)(C)C
CCCCC(CC(C)(C)C)CC(C)(C)C
CCCCCC(CCC)CCC(C)CC
CCCC(C)C(C)C(CC)CC(C)CC
CCCCCCCCC(CC)(CC)CC
CCC(C)CCCCCCC(C)C(C)C
CC.CCC1CCCC(CC1)C(C)(C)C
CCCC(C)C(C)(CC)CCCC(C)C
CC.CCCCCCC.C1CCC=CC1
CCC(CC)CC(C)C(C)CCC(C)C
CCC(C)CC(C)CC(C)CC(C)(C)C
CCC(CCCCCC(C)(C)C)C(C)C
CC[CH](C)CC(C)[CH](C)[CH](C)CC(C)C
CCCC(C)(C)C(C)(CC)C(C)C(C)C
CCC(C)C(C)C(C)(C)C(C)(C)C(C)C
CCCCC(C)C(CC)CCC(C)CC
CCCCC(C)C(CCCC)C(C)CC
C.CC.CCCCCCC(=CC=C)CC
CC(C)CC(C)CC(C)CC(C)C(C)C
CCCC(CCC(CC)CC)CC(C)C
CCC.CC=C.CC=C.CC=C.CC=C
CCC(C)CCC(CC)C(CC)C(C)C
CCC(CC)C(CCC(C)C)CC(C)C
CCC(C)C(C)CCCCCC(C)(C)C
CCC(CC)(CC)CC(C)CCC(C)C
CCCCC(CCC(C)(C)CC)C(C)C
CCC(C)C(C)CC(C)C(C)CC(C)C
CC.CC(C)C(C)CC(=C)C.CC(=C)C
CCC(C)CCCC(C)C(C)C(C)CC
CCCC(CCC)(C(C)(C)C)C(C)(C)C
CCCC(C(C)C)C(CC)CCC(C)C
[2H]C(C(CCC)CCC)C(CCC)CCC
CCC(CC)CCCCC(C)CC(C)C
CCC(C)CC(C)CC(CC)C(C)CC
CCCCC(C(C)C)C(C)C(C)C(C)C
CC.CC.CC=C.CC=C.CC=CC=C
CCC(C)CC[CH](C)CC(C)CC(C)C
CCCCCCCC(CC)C(C)(C)CC
CCCCCCCCCC(C)C(C)(C)C
C.C.C.C.CCCCC#CC#CCCC
CCCC(C)C(C)C(C)CCCC(C)C
C.CCC1C(CCC(C1CC(C)C)C)C
CCC(C)C1CC(C1)C.CCC(C)(C)C
CCCCC(CC)CCC(C)CC(C)C
CCCCC(CC)(CCCC)CC(C)C
CCC(CCC(C)(C)CC)C(C)C(C)C
CCCCC(C)(CC)C(CC)C(C)CC
CCC(CC)CCC(CC)CCC(C)C
CC.CCCC(CCC)C1CCCCC1
CCCC(CC)CCCC(CC)C(C)C
CCCCC(CC)CCC(C)C(C)CC
CCC(C)C(C)C(C)C(C)(CC)C(C)C
CCCCCCCC(C)(C(C)C)C(C)C
CCC(C)C(C)(C)C(CC)C(CC)CC
CC(C)CCCC(CCC(C)C)C(C)C
CC.CCC1CCCCC1CCC(C)C
CCCC(CCC)C(C)C(C)C(C)CC
CCC(C)C(C)C(CC)CC(CC)CC
CCCCC(CC)C(CCC)CCCC
CCCC(C)C(C(C)C)C(CC)C(C)C
CCC(CC)C(C(C)C)C(C)(C)C(C)C
CCCCCCC(C)CC(CC)C(C)C
CCCCC(CC(C)C)C(C)CC(C)C
CCC(C)C(C)C(C)C(CC)C(C)(C)C
CCCC(C)CCC(C)CC(C)(C)CC
CCCC1CCC(CC1)C.CCC(C)C
CCCC(C)CCC(C)C(C)(C)C(C)C
CCC[CH](C)C[CH](C)C[CH](C)CC(C)C
CCCCCCCC(C)(C)C(C)CCC
CCC(C)(C)C(C)(C)CC(C)(C)C(C)C
CC.CC.CC.C1CCC2C=CC[CH]2C1
CCCCCC(C)CC(CCC)CCC
CCCC(C)(CC)C(C)(CCC)CCC
CCC(C)CC(C)CC(C)CC(C)CC
CCC(C)C(C)CCC(C)CC(C)(C)C
CCCCCCC(CC)CC(CC)CC
CCC(C)CC(C)C(CC)CC(C)CC
CCC(C)C(C)(C)CC(C)(C)C(C)CC
CCCCCCCCC(C)(C)CCCC
CCCCCC(C)(CCCC)CCCC
CC(C)CC(C)C(C)(C)C(C)CC(C)C
CCCCCCC(CC)CCCCCC
CCCCCCC(C)CCCC(C)CC
CCCCCC(CCC)(C(C)C)C(C)C
CCC(CC)(CC)C(CC)(CC)C(C)C
CCCCC(C)C.CCC(=C)CC(C)C
CCCC(C)(CCC)CC(C)(CC)CC
CCC(C)C(C(C)(C)C)C(C)(CC)CC
CCCCCC(CCCC)CCCCC
CCCC(C)(C)CCC(C)CC(C)CC
CCC(C)(C)CCC(C(C)C)C(C)(C)C
CC.CC(C)[C]1(CCCC1(C)C)C.C=C
CCC(C)C(CCC(C)C)CCC(C)C
CC(C)C1CCCC1.CC(C)C(C)(C)C
CCCCC(C)C(CCC)CC(C)CC
CCC(CC)C(C)(C(C)(C)C)C(C)(C)C
CC.CC.CCC(C)C=C.CC=C.C#C
CCC(C)C(CC)CCCCC(C)(C)C
CC.CC.C1CCC2CCCCC2CC1
CCCC(C)(CCC)C(C)C(C)C(C)C
CCCCCC(CC)C(C)C(C)C(C)C
CCC(C)(C)C(C)(C)C(C)CCC(C)C
CC(C)CCCC(CC(C)C)CC(C)C
CC.CC(C)C.C1CCC2CCCC2C1
CC(C)CC(C)(C)CCC(C)C(C)(C)C
CCCCCC(C)CC(C)CCCCC
CCCC(CC)C(CC)C(C)(C)CCC
CCCCC(CC)CCCCCC(C)C
CCCC(CCC)CC(CC)(CC)CC
CCCCC(CCCC)C(C)CC(C)C
CCC(C)CC(C)C(C(C)C)C(C)CC
CC.CC1CC(C1)(C)CCC(C)C(C)C
CCCCCCCCCCC(C)C(C)C
CC(C)CCC(C)CC(C)C(C)C(C)C
CCC(C)CC(C)C(C)C(C)CC(C)C
CCC(C)CC(C)CC(C)CCC(C)C
CC(C)CC(C)CC(C)(C(C)C)C(C)C
CC.CC.CCCC(=CC)C(=C(C)C)C
CC(CCC(C)(C)C(C)(C)C)C(C)(C)C
CC.CCCCC(C)C.CCC=C.C#C
CC.CC.C1CCC(C1)CC2CCCC2
CCCCC(C)CC(CCC)CCCC
CCCC(C)CCC(C)(C)C(C)CCC
CCCCCCC(CCCC)CC(C)C
CC.CCC.CC=C(C=C)C(C)C.C=C
C.C.C.CC.CCC(C)C1=CC=CC=C1
CC(C)CC(C)(C)C(C)CCC(C)(C)C
CCCCC(CC(C)C)CC(C)CCC
CCCCC(C)(C(C)C)C(C)CC(C)C
CCCCC(C)(C)C(C)(CC)CC(C)C
CCCC(C)CCCCCC(C)C(C)C
CCCCCCC[CH](C)CCCC(C)C
CCCCCCC(CCC)CCC(C)C
CCC(C)(C)CC(C)C(C)CC(C)(C)C
C.C.CC.CCC.CC1=CC=C(C=C1)C
CCC(CC(C)C)CC(CC)CC(C)C
CCCC(CC(C)CC(C)CC)C(C)C
C.C.C.CC.CC1=CC=CC=C1C(C)C
CCCCC(C)CC(CC)C(C)CCC
CCCCC(C)(CC)CCC(C)C(C)C
CCCC(CC)CC(C)(C)C(C)(C)CC
CCCC(C)(C)C(C)C(C)CC(C)(C)C
CCC(C)C(CC)CCCC(C)C(C)C
CC.CCCC(CCC(C)(C)C)C=CC
CCCCC(C)C(C)C(C)C(C)CCC
CCCCCCCC(CCC)CCCC
CCCC(C)CC.CC(C)CCC(=C)C
CC.CCCC1C(CC(C1CC)C)CC
CCC(CC)CCC(C)(CC)CC(C)C
CC.CC(C)C1CCCCC1C(C)(C)C
CCCC(C)(CC)CC(C)CC(C)CC
CC(C)C(C)CC(C)C(C(C)C)C(C)C
CC.CC.CCCC1=CCCCC1(C)C
CCCCCCC(CCCC)C(C)(C)C
CCCC(C)(CC)CC(C)(CC)CCC
CCCCCC(CCC)C(C)(C)CCC
[2HH].CC.CC1=CCC=C1C(C)C.CC(C)C
CCCCC(C)CCC(C)CC(C)(C)C
CCC(C)CCC(C)C(C)CCC(C)C
CCCCCCC(C)CCCC(C)(C)C
CCCCCCCC(C)C(CC)CCC
CCC(C)CCC(C)CCC(C)C(C)C
C.CC.CC.CCCC=CC=CC=CC
CCCC(C)CC(C(C)C)C(C)C(C)C
CCCCCC(CC)(CCC)CC(C)C
CCCC(CC)C(CC)C(CC)CCC
CC.CCC(CC)(C(C)C)C(C)C.C#C
CCCC(CCC(C)C)C(C)C(C)CC
CCCCC(CC)CC(CCC)CCC
CCCCCCCCC(C)C(C)CCC
CCCCCCCC(C(C)C)C(C)(C)C
CCC(C)(C)C(C)CCC(C)CC(C)C
CCCCC(C)(C)CCCC(C)(C)CC
C.CC.CCC(C)(C)C1CCC(=CC1)C
CCCCCCC(C)C(CC)CCCC
CCC(C)(CC)C(C)(C)C(C)(C)C(C)C
CCCCCC(C)(CCCCC)C(C)C
CCCCCC(CC)CC(CC)CCC
CCC1CC1.CCC(C)C.CC1CCC1
CCC(C)CCCCCCCC(C)(C)C
CCCC(CCC(C)C(C)CC)C(C)C
CC(C)CCC(C)(C)CCCC(C)(C)C
CCCC(C)CC(C)C(C)C(C)CCC
CCCC(C)C(CC)CCCC(C)CC
CCC(C)(CC)C(C)(CC(C)C)C(C)C
CCCCCCC(CC)C(C)CC(C)C
CCC(C)C(C)C(C)(C)CC(C)C(C)C
CCC(C)(C)CCC(C)(C)CC(C)(C)C
CC.CC.CCCCC(=CC=CC)CC
CCC(CCCC(C)C)CCC(C)(C)C
CCCCCCCC(CC)CCCCC
CCCC(C)(C)C(C)(C(C)C)C(C)CC
CCCCCCCCCC(C)(CC)CC
CCCCCC(CC)C(CCC)C(C)C
CCCCC(C)C(C(C)C)C(C)C(C)C
CCCCCC(C)C(C)CCC(C)(C)C
CCC(C)(CC)C(C)(C)C(C)(CC)CC
CCC(CC)C(C)CC(C)C(CC)CC
CCCC(C)C(C)(CC)CCC(C)CC
CCCC(C)CCC(C)C(C)CC(C)C
CCCC(C)CC(CCC)C(C)C(C)C
C.C.CCCCC=C.C1CC2CCC1C2
CCCCCCC(CC)CC(C)C(C)C
CCCC(CC)C(CC)(CCC)CCC
CCC(C)CC(C)C(C)C(CC)C(C)C
CCCC(C)(C)CCCCCC(C)(C)C
CCCCCCC[CH](C)CCCCCC
CCCC(C)C(CCC)C(C)CC(C)C
CCCCC(CC)C(C)(C)CC(C)(C)C
CCCCCCCC(C)(C)CCCCC
CCC(C)CC(C)(C)CC(C)C(C)CC
C.CC.CC.CC.CC1=CC=CC=C1C
CCC(CCC(C)(C)C)CCC(C)(C)C
CCCCCC(C)(C)CCCC(C)CC
CCCC(C)CC(C)C(C)CC(C)CC
CC.CC1CCC(CC1)CCCC(C)C
CC.CC[CH]1C2C1[CH](C2)C.CCC(C)C
CCC(C)C(CC)C(C)(CC)C(C)(C)C
CC.CC.CC1CC(=C(C(C1)(C)C)C)C
CC(C)CCCC(C)(C)CCCC(C)C
CCCC(CCC)CC(C)CCC(C)C
CC.CC1CC(CC(C1)C)C.C1CCC1
CC(C)CC(C)C.CC(C)C=CC(C)C
CCCC(C)C(C)C(CC)C(CC)CC
CCCCCCCCC(C)(C)C(C)CC
CCCC(CC(C)(C)CC)C(C)C(C)C
CCC(C)CCC(C)C(CC)C(C)CC
CCC(C)CC[CH](C)C(C)CCC(C)C
CCCCC(CCC(C)(C)C)C(C)(C)C
CC.CC.CC.CC(=C(C)C=CC=C)C
CCC(CC(C)C(C)C)CC(C)(C)CC
CCCCCCC(C)CC(C)C(C)CC
C.CC.CC.CCC(=CC(=C)C)C(=C)C
CCCC(CCC)(C(C)CC)C(C)(C)C
CC.CCC.CC1CCC(CC1C)C=C
CCC(C)CC(C)C(C)C(C)C.CC=C
CC.CCCCC1(CCC(C(C1)C)C)C
CCC(C)C(CC)C(CC)CC(C)(C)C
CCCC(CC)C(C)CC(C)CC(C)C
CCCCCC(CC)CC(C)C(C)CC
CCCC(C)CCCC(C)C(C)CCC
CCC(C)C(C)C(CCC(C)C)C(C)C
CCCCC(C)C(C)C(C)C(C)C(C)C
C.CC1CCCCC1.CC1CCCCC1
CCCCCC(CCCC)CC(C)(C)C
CCCC(CCC(C)CC)CC(C)CC
CCCC(C)C(C)(C(C)C)C(C)(C)CC
CCCCCCC.CCCCC1CCC1
CCCCCCCC(C)(CC)C(C)CC
CC(C)(C)CC(C)(C)C(C)(C)C(C)(C)C
CCCC(C)C(CCC)(CCC)CCC
CCCC(C)CCC(C)CCC(C)CC
CCCC(C)CCC.CC1CCCCC1
CCCC(CC)CC(C)(C)CC(C)CC
CC.CCCCCC=CC.CC1CC1C
CC.CC.CCCC1=C(C(CC1)C)CC
CC(C)C(C)C(C)CC(C)C(C)C(C)C
CCC(C)CC(CC)CC(C)C(C)CC
CCCC(CC)C(C)C(C)C(C)C(C)C
CC(C)CC(C)(CC(C)C)C(C)C(C)C
CC(C)CCCCCCC(C)(C)C(C)C
CC(C)C(C)C(C)(C)C(C(C)C)C(C)C
CCCC(C)C(C)C(CCC)CC(C)C
CCCCCCC(C)C(C)C(C)C(C)C
CC.CC(C)(C)C1CCCC1C(C)(C)C
CCCCCCCCC=C.CCC(C)C
CCCCCCCCC(C)CCC(C)C
CC.CCCC(CC)C1CCC(CC1)C
CCC(C)(CC)C(C)C(C)(CC)C(C)C
CC.CCC.CCC1C(C2CCC1C2)C
CCCC(CCC)C(C)(C(C)C)C(C)C
CCC(C)C(CC)C(C)C(C)CC(C)C
CCCCCCCC(C)(C)CC(C)(C)C
CCC(C)(C(C)C)C(C)C(C)(C)C(C)C
CCCC(CCC)C(CC)CC(C)(C)C
CCCCC(C(C)C)C(C)C(C)CCC
CCCC(C)C(C)C(C)(C)C(CC)CC
CCC(C)C(C)C(C)C(CC)CC(C)C
C.C.CC.CC1=CC=CC=C1.CC(C)C
CC.CC.CCC(=CC(C)C)C(=CC)C
CCC(CC)C(CC)(CC)C(CC)CC
CCCC(C)C(CCC)C(CC)CCC
CCC(C)C(C(C)C)C(C)C(C)(C)CC
CC.CCCC(CC)C1CCCC(C1)C
CCCC(C)CC(CC)C(CC)CCC
CCCCCC(C)(C)CC(CC)CCC
CCCC(C(C)C)C(C)C(C)C(C)CC
C.CCC.CCC1CCC2C1CCCC2
CCCCCCC(CC)CC(C)CCC
CC(CCCC(C)C(C)(C)C)C(C)(C)C
CCC(C)C(C)CC(C(C)C)C(C)CC
CC.CCCCCCCC1(CCCC1)C
CCC(CC)CCCC(C(C)C)C(C)C
CCCC(CCCC(C)C)C(C)(C)CC
CCCCCCC(CCC)CC(C)(C)C
CCCC(C(C)C)C(CCC)C(C)(C)C
CCCCCCC.CC1CCCCCC1
CCCCCC(CCCC)C(C)C(C)C
CCC(C)C(C)(C)C(C)CC(C)(C)CC
CCCCCC(CCC)CCCC(C)C
CCCC(CC)CCC(C(C)C)C(C)C
CCC(C(C)(C)C(C)C)C(C)(C)C(C)C
CCC=CCC(C)(C)CC.CC(C)(C)C
CC(C)C(C)C(C)C(C)(C)CC(C)(C)C
CC(C)C(C)(C)CCCC(C)(C)C(C)C
CCCCCCC(CCC)CCCCC
CCCC(C)(C)CCCCCC(C)CC
CCC(C)CCCCC(C)CCC(C)C
CC.CC1(CCCCC1)C.C1CCCC1
CC(C)C(C(C)C)(C(C)(C)C)C(C)(C)C
CCCCC(C)(C)CC(CC)CC(C)C
CC(C)CCCCC(C)CCCC(C)C
C.CCC=C(C)CC.CCC=C(C)CC
CCCC(C)C(CC)CCC(C)C(C)C
CCCCC(C)C(C)CCCC(C)(C)C
CCC.CCC1(CC(CC(C1)(C)C)C)C
CC.CCCCC.CC=C.C1CC=CC1
CCCC(C)C(C(C)CCC)C(C)(C)C
CCCC(C)C(C)C(C)C(C)(C)C(C)C
CC(C)C(C)CC(C)(C(C)C)C(C)(C)C
CCCCCCCC(C)C(C)(CC)CC
CC(C)CCC(C)(C)C(C)(C)C(C)(C)C
CCCCCCC(C)C(C)(C)CC(C)C
CCC(CCCCC(C)C)C(C)(C)CC
CCCC(CC(CC)C(C)C)C(C)CC
CCC(C)CCCCC(C)C(C)C(C)C
CCCCCCCC.CCCCCC=C
CCCC(C)C(C(CC)CC)C(C)(C)C
CCCCC(C)CC(C)CCCC(C)C
CC(C)C(CC(C)(C)C)C(C)C(C)(C)C
CCCC(C)CC(C)CCC(C)C(C)C
CCCCCCC(C(C)CC)C(C)(C)C
CCCCCC(C)C(C)CC(CC)CC
CCCCC(C)CCCCCC(C)CC
CCC(C)C(C)(C(C)C)C(C)CC(C)C
CCCCCCCCCCCC.CC=C
CC.CC.C[CH]1CC2C(C2(C)C)CC1C
CC.CCCC(C)(CCC)CC(C)C=C
CCC(C)(C)C(C)CCC(C)(CC)CC
CC.CCCCC=C.CCC(C)C=CC
CCCCCCC(CCC)C(C)CCC
CCC(C)(C)C(C)C(C)CC(C)C(C)C
CC.CCC.CC=C(C)C(=CC)C(C)C
CC(C)CCC(C)(CC(C)C)CC(C)C
CCCCC(C)C(C)CC(C)CC(C)C
